Season No.,Episode No.,Episode Name,Character,Line
4,16,The Cohabitation Formulation,Leonard,Really?
4,16,The Cohabitation Formulation,Leonard,"I thought maybe after we eat, we could see an early movie."
4,16,The Cohabitation Formulation,Leonard,"I love the way you say, I’d love that."
4,16,The Cohabitation Formulation,Leonard,My sister’s 38 and married.
4,16,The Cohabitation Formulation,Sheldon,"That’s remarkable. If pepperoni were an explosive substance, you could replace German shepherds at our nation’s airports."
4,16,The Cohabitation Formulation,Sheldon,"No, no. It’s not an imposition. At this point, in our ecosystem, you are akin to the plover, a small scavenging bird that eats extra food from between the teeth of crocodiles. Please, fly into our open maw, and have at it."
4,16,The Cohabitation Formulation,Leonard,"Oh, come on. It’s not boring at all. She’s currently helping set up a secondary derivative market which would allow overseas car firms to hedge their investments against potential advancements in battery technology. Hmm?"
4,16,The Cohabitation Formulation,Sheldon,Did you get the part?
4,16,The Cohabitation Formulation,Sheldon,"Given the state of your career, can you really afford to be picky?"
4,16,The Cohabitation Formulation,Leonard,"Oh, wow. I love Taming of the Shrew. I did a paper on it in high school. Who knows not where a wasp does wear his sting? In his tail."
4,16,The Cohabitation Formulation,Leonard,Whose tongue?
4,16,The Cohabitation Formulation,Leonard,"What, with my tongue in your tail?"
4,16,The Cohabitation Formulation,Sheldon,It’s actually Thai. You’re slipping.
4,16,The Cohabitation Formulation,Sheldon,They went to Catalina for the weekend.
4,16,The Cohabitation Formulation,Sheldon,"At home, forbidding it."
4,16,The Cohabitation Formulation,Sheldon,I’m given to understand his mother grounded him for running away.
4,16,The Cohabitation Formulation,Sheldon,"Actually, it’s the three of us."
4,16,The Cohabitation Formulation,Sheldon,Right. I’ll make tea.
4,16,The Cohabitation Formulation,Sheldon,I’m sorry. It’s not optional.
4,17,The Toast Derivation,Sheldon,"Buona sera, Luigi’s Pizza. Buona sera. It means good evening in Italian. May I say, having to explain that to you calls into question the authenticity of your ristorante?"
4,17,The Toast Derivation,Leonard,"Okay, I’m out of here."
4,17,The Toast Derivation,Sheldon,"Un momento. Oh, for heaven’s sake, now you’re being deliberately stupid. (to Leonard) Where are you going?"
4,17,The Toast Derivation,Leonard,I’m having dinner with Priya at Raj’s. I think Howard’s going to be there. You want to join us?
4,17,The Toast Derivation,Sheldon,"But tonight’s Thursday. On Thursdays, everybody comes over here and has pizza. Or a reasonable facsimile prepared by someone claiming to be Luigi, but who sounds suspiciously like Jackie Chan."
4,17,The Toast Derivation,Leonard,Can’t we make a one-time exception for tonight?
4,17,The Toast Derivation,Sheldon,"We could. We could also stop using the letter M, but I think that idea is isguided and oronic."
4,17,The Toast Derivation,Leonard,Just come with me to Raj’s.
4,17,The Toast Derivation,Sheldon,"Well, I don’t want to go to a party."
4,17,The Toast Derivation,Leonard,"It’s not a party. It’s the same group of people who hang out here, hanging out over there."
4,17,The Toast Derivation,Sheldon,"I’m sorry, but five people eating and chatting is a party."
4,17,The Toast Derivation,Leonard,How come it’s not a party when we do it here?
4,17,The Toast Derivation,Sheldon,Because we don’t throw parties.
4,17,The Toast Derivation,Leonard,"I don’t know what to tell you, Sheldon. I’m going to see Priya. Everyone’s over there. You coming or not?"
4,17,The Toast Derivation,Sheldon,"Well, no, sir, and do you know why? In a word, tradition. Every Thursday night for the last eight years, you and I and our friends have gathered here in this very spot to break bread covered with cheese and sauce, discuss the issues of the day, and yes, share a laugh or two. But I guess our rich heritage means nothing to you."
4,17,The Toast Derivation,Leonard,I guess you’re right. See you later.
4,17,The Toast Derivation,Sheldon,Wait! Leonard! Wait! What am I going to do for dinner?
4,17,The Toast Derivation,Leonard,Come with me to Raj’s and eat there.
4,17,The Toast Derivation,Sheldon,I can’t do that. What if he serves haggis and blood pudding?
4,17,The Toast Derivation,Leonard,I really doubt that’s what he’ll serve.
4,17,The Toast Derivation,Sheldon,"But what if he does? I’ll be obliged to dine on liver and lungs stuffed in a sheep’s stomach. And frankly, blood pudding is essentially the same thing. I don’t know why he’s serving both."
4,17,The Toast Derivation,Leonard,"What do you want to do? You want to come with me, or do you want to sit here alone?"
4,17,The Toast Derivation,Sheldon,"No, I’ll go to your haggis party. But I’m telling you, this is adness. This is utter and coplete adness."
4,17,The Toast Derivation,Sheldon,"Oh, dear!"
4,17,The Toast Derivation,Leonard,What?
4,17,The Toast Derivation,Sheldon,Raj’s television. I just realized we’re about to spend an evening watching a plasma screen with a cluster of dead pixels in the upper left-hand corner.
4,17,The Toast Derivation,Leonard,So don’t watch TV. Read a book.
4,17,The Toast Derivation,Sheldon,"And be a social pariah? Oh, you know that’s not my style."
4,17,The Toast Derivation,Leonard,Ugh!
4,17,The Toast Derivation,Sheldon,"The audible sigh is a show of exasperation, right?"
4,17,The Toast Derivation,Leonard,Right.
4,17,The Toast Derivation,Sheldon,Is it about me or the dead pixels?
4,17,The Toast Derivation,Leonard,"Oh, sounds great."
4,17,The Toast Derivation,Sheldon,"Oh, Indians making Tex-Mex. Might as well have had the Chinese pizza."
4,17,The Toast Derivation,Leonard,Hi.
4,17,The Toast Derivation,Sheldon,"Excuse me. Before this evening goes any further, we need to decide where everyone is going to sit."
4,17,The Toast Derivation,Sheldon,"Oh, what fun. We’re like hippies at a love-in."
4,17,The Toast Derivation,Leonard,Just sit here.
4,17,The Toast Derivation,Sheldon,"Yeah, right on, man. Right on. Oh, look, it’s Harry Potter and 98% of The Sorcerer’s Stone."
4,17,The Toast Derivation,Sheldon,"Wonderful. Dinner, some assembly required."
4,17,The Toast Derivation,Sheldon,A margarita? Where are we? What is happening?
4,17,The Toast Derivation,Sheldon,Water. Neat. With a little umbrella.
4,17,The Toast Derivation,Sheldon,"Sadly, Penny, this evening, I am the Dark Knight, roaming these mean streets alone. A windbreaker for my cape, and a stern expression for my cowl."
4,17,The Toast Derivation,Sheldon,Excuse me? Isn’t this the point where the world-weary barkeep absentmindedly wipes down the bar and coaxes the woes out of the troubled patron?
4,17,The Toast Derivation,Sheldon,"I don’t think your heart’s in it, but since you asked. Apparently, because Leonard is dating Raj’s sister, we’re all forced to hang out at his apartment."
4,17,The Toast Derivation,Sheldon,"Indeed. Yeah, at one point, Raj put on reggae music, and his sister took off her shoes. It was like the last days of Caligula. (Phone rings) Oh, I have to get this. Umbrella?"
4,17,The Toast Derivation,Sheldon,Wonder what she’s exasperated about. Hello?
4,17,The Toast Derivation,Sheldon,"Yes, I was in a taxi, but the driver didn’t look at all like the photograph on his license, so I leapt out and ran for it."
4,17,The Toast Derivation,Sheldon,Don’t worry. My problems can wait while you two hens finish your clucking.
4,17,The Toast Derivation,Sheldon,Cluck-cluck-cluck.
4,17,The Toast Derivation,Sheldon,Leonard the nucleus? That makes no sense. I’m the whimsical elf that everyone looks to for a good time.
4,17,The Toast Derivation,Leonard,What you doing?
4,17,The Toast Derivation,Sheldon,I’m setting out snacks.
4,17,The Toast Derivation,Leonard,You do realize everyone’s eating at Raj’s again tonight?
4,17,The Toast Derivation,Sheldon,"I didn’t say the snacks were for you now, did I, Nosy Rosie?"
4,17,The Toast Derivation,Leonard,You’re having people over?
4,17,The Toast Derivation,Sheldon,"Yes. Must be killing you wondering who. Fine, I’ll tell you. Stuart from the comic bookstore, Barry Kripke from the university, Penny’s ex-boyfriend Zack and TV’s LeVar Burton."
4,17,The Toast Derivation,Leonard,Really? LeVar Burton’s coming here?
4,17,The Toast Derivation,Sheldon,Possibly. I Tweeted him.
4,17,The Toast Derivation,Leonard,"Okay, well, tell him I loved him on Star Trek."
4,17,The Toast Derivation,Sheldon,"Please, Leonard, stop trying to horn in on my new friends."
4,17,The Toast Derivation,Leonard,Of course. Good night.
4,17,The Toast Derivation,Sheldon,Leonard.
4,17,The Toast Derivation,Leonard,Yeah?
4,17,The Toast Derivation,Sheldon,"We had a good run, you and I."
4,17,The Toast Derivation,Leonard,Okay.
4,17,The Toast Derivation,Sheldon,But change is a part of life.
4,17,The Toast Derivation,Leonard,It certainly is.
4,17,The Toast Derivation,Sheldon,Okay. I have guests coming. I’m afraid I’m going to have to ask you to leave now.
4,17,The Toast Derivation,Leonard,I am leaving.
4,17,The Toast Derivation,Sheldon,"Don’t make this harder than it is, Leonard."
4,17,The Toast Derivation,Leonard,"Good-bye, Sheldon."
4,17,The Toast Derivation,Sheldon,"And good-bye to you, sir. He’ll be back."
4,17,The Toast Derivation,Leonard,Of course I’ll be back. I live here!
4,17,The Toast Derivation,Sheldon,"Well, it would appear LeVar Burton won’t be joining us so let’s get started. Um, I thought we’d begin by going around the room, introducing ourselves and saying a little bit about why we’re here. Okay. I’m Sheldon. Uh, for regular readers of The New England Journal of High Energy Physics, I need no introduction. If you’re not familiar with that publication, there’s a free copy in your goody bag. Stuart?"
4,17,The Toast Derivation,Sheldon,"That’s very nice, Stuart. Zack?"
4,17,The Toast Derivation,Sheldon,Of course. Barry?
4,17,The Toast Derivation,Sheldon,"Patience, patience, Barry. The whaffle… the raffle is the grand finale to an evening-long festival of fun and folly."
4,17,The Toast Derivation,Sheldon,"Yes, you must be present to win."
4,17,The Toast Derivation,Sheldon,Question. Was it a Jacuzzi or a hot tub?
4,17,The Toast Derivation,Sheldon,"Jacuzzi is a commercial brand. Hot tub is the generic term, i.e., all Jacuzzis are hot tubs, but not all hot tubs are Jacuzzis."
4,17,The Toast Derivation,Sheldon,"Surprisingly, yes."
4,17,The Toast Derivation,Sheldon,The water level rose.
4,17,The Toast Derivation,Sheldon,"Of course it did. It’s said that Archimedes, the ancient Greek mathematician, discovered the principle of displacement while taking a bath."
4,17,The Toast Derivation,Sheldon,"Forgive me, but I think you’ll find my story is more interesting."
4,17,The Toast Derivation,Sheldon,"Better. It has a gold crown. You see, the king wondered how much gold was in it and charged Archimedes with coming up with the solution. Because the crown was irregularly shaped, there was no way to mathematically determine its volume. But, while bathing, Archimedes realized he could immerse the crown and measure the amount the water rose."
4,17,The Toast Derivation,Sheldon,"When he finished, he shouted Eureka!"
4,17,The Toast Derivation,Sheldon,"All right, that concludes the getting to know you portion of the evening. Who’s ready to play some vintage video games? And tonight’s selections include ColecoVision’s Smurf Rescue in Gargamel’s Castle, Atari’s Cookie Monster Munch, and for you text adventure aficionados, Zork. Pick me, pick me. I’m fun."
4,17,The Toast Derivation,Sheldon,I’m unhappy.
4,17,The Toast Derivation,Leonard,This is delicious. Where’d you learn to make chili?
4,17,The Toast Derivation,Leonard,I hope she wasn’t anything like my flatmate from Texas.
4,17,The Toast Derivation,Leonard,"Did you know that, per our roommate agreement, I have to wash my feet before I get in the shower? And not in the sink. We each have special buckets."
4,17,The Toast Derivation,Leonard,Bam. Right in the nose. Made me proud to own a PC.
4,17,The Toast Derivation,Leonard,"Hear, hear."
4,17,The Toast Derivation,Leonard,"Oh, the ancient Romans put spiced toast in their punch bowls."
4,17,The Toast Derivation,Leonard,He kind of does.
4,17,The Toast Derivation,Leonard,"Aw, hell, I miss him."
4,17,The Toast Derivation,Sheldon,No.
4,17,The Toast Derivation,Leonard,He actually got pretty good. He made us all matching serapes.
4,17,The Toast Derivation,Leonard,Long before the cats. I think it was around the time he tried to declare our apartment a sovereign nation. I still have some of the currency.
4,17,The Toast Derivation,Sheldon,Thank you.
4,17,The Toast Derivation,Leonard,Hey. I thought you were with your new buddies.
4,17,The Toast Derivation,Sheldon,I had to leave. They were having fun wrong.
4,17,The Toast Derivation,Sheldon,Thank you.
4,17,The Toast Derivation,Sheldon,Are there beans in it?
4,17,The Toast Derivation,Sheldon,"Then it’s not chili. Real chili has no beans in it, but you’re from a foreign land, so your ignorance is forgiven."
4,17,The Toast Derivation,Sheldon,"Yes, please. Your girlfriend’s a little short-tempered."
4,17,The Toast Derivation,Sheldon,"Priya, do you know why this is called a toast?"
4,17,The Toast Derivation,Sheldon,She’s also a bit of a know-it-all. Mmm. This is good. Whatever it is.
4,18,The Prestidigitation Approximation,Leonard,Morning.
4,18,The Prestidigitation Approximation,Leonard,"Mm-hmm. Great. Hey, can I ask you something?"
4,18,The Prestidigitation Approximation,Leonard,"Last night, me wanting to try that stuff out of the Kama Sutra, was that fun for you or kinda racially insensitive?"
4,18,The Prestidigitation Approximation,Leonard,"Hey, if you can find a book called weird sex with white boys, I’d be okay with that."
4,18,The Prestidigitation Approximation,Leonard,I tried in the seventh grade. I could never get used to them.
4,18,The Prestidigitation Approximation,Leonard,"Yeah, if I had contacts I would have been the coolest debate club president ever to be stuffed into his own cello case."
4,18,The Prestidigitation Approximation,Leonard,Th-th-th-that’s okay. I can infer from context.
4,18,The Prestidigitation Approximation,Sheldon,"Howard, if I may interject here with a piece of friendly advice. Is working on magic tricks really how you want to spend your time? Granted, you’re just an engineer, but that doesn’t mean you might not someday build a geegaw or a thingamabob that may get you a thank you in someone else’s Nobel prize acceptance speech."
4,18,The Prestidigitation Approximation,Sheldon,Is it any wonder he doesn’t have a doctorate?
4,18,The Prestidigitation Approximation,Sheldon,It’s not cool. It’s a childish trick designed to confuse and intrigue simpletons. How’d you do it?
4,18,The Prestidigitation Approximation,Sheldon,Fine. Give me a second.
4,18,The Prestidigitation Approximation,Leonard,Sorry! Oop!
4,18,The Prestidigitation Approximation,Leonard,"Sorry! Pardon me! Oh, I’m so sorry! My fault! Check it out. I just got contacts."
4,18,The Prestidigitation Approximation,Sheldon,It’s not amazing. All magic tricks are merely a combination of manipulation and misdirection with the occasional dwarf in a box wiggling his feet.
4,18,The Prestidigitation Approximation,Sheldon,"Well, I don’t care how you did it. I have more important things to think about. Clearly, the cards are marked."
4,18,The Prestidigitation Approximation,Sheldon,"I do. You just happen to have caught me on a break. Oh, let me see those cards."
4,18,The Prestidigitation Approximation,Sheldon,Not knowing is part of the fun. Was that the motto of your community college?
4,18,The Prestidigitation Approximation,Leonard,"Hey, guys, what do you think? Priya took me clothes shopping."
4,18,The Prestidigitation Approximation,Leonard,Thank you.
4,18,The Prestidigitation Approximation,Leonard,"Yeah, good. New contacts. I should have done this years ago."
4,18,The Prestidigitation Approximation,Sheldon,This deck is rigged in some fashion.
4,18,The Prestidigitation Approximation,Sheldon,So you’re saying this is a regulation deck?
4,18,The Prestidigitation Approximation,Leonard,Just two. Everyday and dress.
4,18,The Prestidigitation Approximation,Leonard,"Oh, my god, you’re breaking up with me! Why would you take me out shopping and then break up with me? That is so cruel."
4,18,The Prestidigitation Approximation,Leonard,"Oh, okay. So, what’s up?"
4,18,The Prestidigitation Approximation,Leonard,"I know. I usually never see my ex-girlfriends, unless their hard drives crash."
4,18,The Prestidigitation Approximation,Leonard,"Um, not great, I guess. But Penny and I are just friends."
4,18,The Prestidigitation Approximation,Leonard,"No, no-no-no, I’m ready! I gave up the gift of sight for you. If that’s not moving on, what is?"
4,18,The Prestidigitation Approximation,Leonard,Oh. Okay.
4,18,The Prestidigitation Approximation,Leonard,"No, no, I’m confident. It’s not like I’m unfamiliar with the get lost conversation. Although, this will be the first time I’ll be the one saying it."
4,18,The Prestidigitation Approximation,Leonard,"Sure. Oh, god, you smell so good. Of course, that could just be my other senses getting stronger. Hypothetically, if I had access To a Lieutenant Uhura uniform, would you wear it?"
4,18,The Prestidigitation Approximation,Leonard,"I’m sorry. I’m, never mind."
4,18,The Prestidigitation Approximation,Sheldon,Um…
4,18,The Prestidigitation Approximation,Sheldon,"Oh, oh, please, if I don’t know, you don’t know. That’s axiomatic."
4,18,The Prestidigitation Approximation,Leonard,"Oh, hi."
4,18,The Prestidigitation Approximation,Leonard,One of them’s upstairs. The other one sort of slipped back into my skull.
4,18,The Prestidigitation Approximation,Leonard,Yeah.
4,18,The Prestidigitation Approximation,Leonard,No?
4,18,The Prestidigitation Approximation,Leonard,Yeah.
4,18,The Prestidigitation Approximation,Leonard,"Yeah, me, too."
4,18,The Prestidigitation Approximation,Leonard,"Yeah, bitches are the worst."
4,18,The Prestidigitation Approximation,Leonard,"Uh, Penny, there’s something I have to tell you."
4,18,The Prestidigitation Approximation,Leonard,"Okay, uh, how do I put this? Um, are you familiar with Darwin’s observation of the finches in the Galapagos Islands?"
4,18,The Prestidigitation Approximation,Leonard,No.
4,18,The Prestidigitation Approximation,Leonard,"All right, well, anyway, Darwin observed that when two groups of finches competed over the same food source, eventually one of them would evolve a different beak shape so they could feed on something else."
4,18,The Prestidigitation Approximation,Leonard,So what do you think we can learn from that behaviour that we can apply to our own lives?
4,18,The Prestidigitation Approximation,Leonard,"Sure, that has birds in it."
4,18,The Prestidigitation Approximation,Leonard,"I’m sorry, but I’m gonna count that."
4,18,The Prestidigitation Approximation,Leonard,Yeah. The doctor didn’t want me to rub my eye during the night. It was either this or one of those giant neck cones.
4,18,The Prestidigitation Approximation,Leonard,"Oh, yes. Indeed, I did."
4,18,The Prestidigitation Approximation,Leonard,She completely understood everything I said. Case closed.
4,18,The Prestidigitation Approximation,Leonard,"Maybe, but that’s not my problem. She’s not my girlfriend, you are."
4,18,The Prestidigitation Approximation,Leonard,"Is the autumn cruel for letting the flowers die, or is that just nature’s way?"
4,18,The Prestidigitation Approximation,Sheldon,"(Knock, knock, knock) Leonard? (Knock, knock, knock) Leonard? (Knock, knock, knock) Leonard?"
4,18,The Prestidigitation Approximation,Leonard,What?
4,18,The Prestidigitation Approximation,Sheldon,"I think I figured out Wolowitz’s magic trick, and I need you to pick a card."
4,18,The Prestidigitation Approximation,Leonard,"I am not opening that door, Sheldon."
4,18,The Prestidigitation Approximation,Sheldon,"As you wish. (Cards slide under door) Pick a card, put it back, and prepare to be amazed. (Leonard does not) Did you pick one?"
4,18,The Prestidigitation Approximation,Leonard,Yep.
4,18,The Prestidigitation Approximation,Sheldon,(Sliding card under door) Is this your card?
4,18,The Prestidigitation Approximation,Leonard,(Not looking) Nope.
4,18,The Prestidigitation Approximation,Sheldon,Drat. Is this your card?
4,18,The Prestidigitation Approximation,Leonard,No.
4,18,The Prestidigitation Approximation,Sheldon,I’ll be right back.
4,18,The Prestidigitation Approximation,Sheldon,"Pick a card, Sheldon. Now look at it, and put it back in the deck. Now do you remember your card? Of course I do, I have an eidetic memory. My apologies. Now shuffle the cards. Shuffling. Wait here. Processing image, cross-referencing."
4,18,The Prestidigitation Approximation,Leonard,Whatcha doin’?
4,18,The Prestidigitation Approximation,Sheldon,I’m reverse engineering Wolowitz’s magic trick.
4,18,The Prestidigitation Approximation,Leonard,What’s up with the infrared cameras?
4,18,The Prestidigitation Approximation,Sheldon,"I’m measuring residual heat levels on the playing cards to determine which one’s been touched. By the way, if you hope to have children, I suggest you switch from briefs to boxers. Your testicles look a tad warm."
4,18,The Prestidigitation Approximation,Leonard,"Holy crap, are you connected to the Oak Ridge National Laboratory?"
4,18,The Prestidigitation Approximation,Sheldon,Yes. I’m using their Cray Supercomputer to analyze shuffling patterns.
4,18,The Prestidigitation Approximation,Leonard,"Sheldon, that computer is used for National defence. Hacking into it is a Federal crime."
4,18,The Prestidigitation Approximation,Sheldon,"Relax, we’re not under attack right now."
4,18,The Prestidigitation Approximation,Leonard,"Okay, I’m leaving before the black helicopters get here."
4,18,The Prestidigitation Approximation,Sheldon,"And is this my card? Rats! I wonder if Howard used a radioactive tracer. Where am I going to find Uranium-235 this time of night? Come on, Craigslist."
4,18,The Prestidigitation Approximation,Leonard,Is it racist that I took you to an Indian restaurant?
4,18,The Prestidigitation Approximation,Leonard,"Or as you probably call it back home, food."
4,18,The Prestidigitation Approximation,Leonard,"No, no, I do. It’s just I knew I was having curry tonight and I only want one part of my body to burn at a time."
4,18,The Prestidigitation Approximation,Leonard,Does that mean you’d relocate here permanently?
4,18,The Prestidigitation Approximation,Leonard,"Oh,  I love it. Oh, that’s great!"
4,18,The Prestidigitation Approximation,Leonard,Small world.
4,18,The Prestidigitation Approximation,Leonard,"Of course, I did. I talked and talked and talked."
4,18,The Prestidigitation Approximation,Leonard,Bye.
4,18,The Prestidigitation Approximation,Leonard,It is pretty spicy.
4,18,The Prestidigitation Approximation,Sheldon,"Oh, I’ve been meaning to tell you, I figured out your magic trick."
4,18,The Prestidigitation Approximation,Sheldon,"Oh, yes. In fact, I improved upon it."
4,18,The Prestidigitation Approximation,Sheldon,All right. Pick a card.
4,18,The Prestidigitation Approximation,Sheldon,Bippity-boppity-boo.
4,18,The Prestidigitation Approximation,Sheldon,"The wand is called showmanship, and the beep is none of your business. Oh! Excuse me, I’m getting a text message completely unrelated to this magic trick. Oh, look, my dry cleaning’s ready. And your card was the five of spades. Ta-da."
4,18,The Prestidigitation Approximation,Sheldon,"I said, ta-da. Show’s over."
4,18,The Prestidigitation Approximation,Sheldon,That does it. I’m getting uranium.
4,18,The Prestidigitation Approximation,Leonard,"Oh, okay, it’s not important. It can wait."
4,18,The Prestidigitation Approximation,Leonard,"Uh, I kind of have a problem I was hoping you could help me with."
4,18,The Prestidigitation Approximation,Leonard,Move out.
4,18,The Prestidigitation Approximation,Leonard,"Well, uh, not far. Hey, if you ever wanna start a family, La Cañada has some great schools."
4,18,The Prestidigitation Approximation,Leonard,"Why does it have to be about anything? Can’t a fella ask his buddy to relocate, no questions asked?"
4,18,The Prestidigitation Approximation,Leonard,"Yes. There, I said it."
4,18,The Prestidigitation Approximation,Leonard,And she likes you.
4,18,The Prestidigitation Approximation,Leonard,"Not really, no."
4,18,The Prestidigitation Approximation,Leonard,"Well, now, hold on. What kind of distance are we talking about? Because we are neighbours. I mean, I can hear the toilet flush in your apartment."
4,18,The Prestidigitation Approximation,Leonard,"I don’t listen for it, but it’s nice to know everything’s okay with your plumbing. The building’s plumbing."
4,18,The Prestidigitation Approximation,Leonard,"Well, now hold on, how about this? How about we still hang out, but on the down-low?"
4,18,The Prestidigitation Approximation,Leonard,No. I actually felt kinda silly just saying on the down-low.
4,18,The Prestidigitation Approximation,Leonard,"Penny, wait. (Bumps into door) Damned contacts."
4,18,The Prestidigitation Approximation,Sheldon,Hello.
4,18,The Prestidigitation Approximation,Sheldon,"Apparently, you can’t hack into a government supercomputer and then try to buy uranium without the Department of Homeland Security tattling to your mother."
4,18,The Prestidigitation Approximation,Sheldon,Figure out the magic trick yet?
4,18,The Prestidigitation Approximation,Sheldon,No.
4,18,The Prestidigitation Approximation,Sheldon,"Hang on. This time do it with me, so I can make sure there’s no monkey business."
4,18,The Prestidigitation Approximation,Sheldon,I hate you.
4,19,The Zarnecki Incursion,Sheldon,"Why hast thou forsaken me, O deity whose existence I doubt?"
4,19,The Zarnecki Incursion,Leonard,What’s going on?
4,19,The Zarnecki Incursion,Sheldon,"They stole everything, Leonard, everything."
4,19,The Zarnecki Incursion,Leonard,"Yeah, Leonard Hofstadter. What happened?"
4,19,The Zarnecki Incursion,Leonard,"Oh, my God, what did they get?"
4,19,The Zarnecki Incursion,Sheldon,"What didn’t they get? They got my enchanted weapons, my vicious gladiator armour, my wand of untainted power, and all my gold."
4,19,The Zarnecki Incursion,Leonard,You called the police because someone hacked your World of Warcraft account?
4,19,The Zarnecki Incursion,Sheldon,"What choice did I have? The mighty Sheldor, level 85 blood elf, hero of the Eastern kingdoms, has been picked clean, like a carcass in the desert sun. Plus, the FBI hung up on me."
4,19,The Zarnecki Incursion,Sheldon,They took my battle ostrich.
4,19,The Zarnecki Incursion,Leonard,"Oh, no, not Glenn?"
4,19,The Zarnecki Incursion,Sheldon,"Yes, Glenn! The only bird I ever loved."
4,19,The Zarnecki Incursion,Leonard,"Thank you, officer."
4,19,The Zarnecki Incursion,Sheldon,Wait a minute! You’re not going to do anything?
4,19,The Zarnecki Incursion,Sheldon,Doctor Cooper.
4,19,The Zarnecki Incursion,Leonard,Not the kind with access to drugs.
4,19,The Zarnecki Incursion,Sheldon,"That’s from Avatar, World of Warcraft takes place in Azeroth. Goodness gracious, how are you allowed to carry a gun? Can you at least refer me to a rogue ex-cop?"
4,19,The Zarnecki Incursion,Sheldon,"You know, one who was drummed off the force because he refused to play by the rules, and now he hires himself out to impose his own brand of rough justice?"
4,19,The Zarnecki Incursion,Leonard,"Thank you, officer."
4,19,The Zarnecki Incursion,Sheldon,It’s all gone. All gone.
4,19,The Zarnecki Incursion,Leonard,"I’m really sorry, Sheldon."
4,19,The Zarnecki Incursion,Sheldon,"What kind of world do we live in, where a man would take another man’s battle ostrich?"
4,19,The Zarnecki Incursion,Leonard,I don’t know.
4,19,The Zarnecki Incursion,Sheldon,"This act of aggression must be met with swift and cruel ferocity. It is time to cry havoc, and let slip the dogs of war."
4,19,The Zarnecki Incursion,Leonard,"I’m on it. (On phone) Hi, Mrs. Wolowitz. Is, is Howard there? Okay, thanks. That particular dog of war will have to call you back after his bath."
4,19,The Zarnecki Incursion,Sheldon,See if Raj is done with Pilates.
4,19,The Zarnecki Incursion,Sheldon,"Three thousand hours. Three thousand hours clicking on that mouse, collecting weapons and gold. It’s almost as if it was a huge waste of time."
4,19,The Zarnecki Incursion,Sheldon,Oh! There isn’t enough camomile tea in the world to quell the rage in my heart.
4,19,The Zarnecki Incursion,Sheldon,Can we trust him?
4,19,The Zarnecki Incursion,Sheldon,"No. Glenn’s was leather. He was a simple ostrich. Is! Is, I haven’t given up hope."
4,19,The Zarnecki Incursion,Leonard,"Hey, Penny. We’re kind of in the middle of a crisis, here."
4,19,The Zarnecki Incursion,Sheldon,"That game? Excuse me, Penny, but Doodle Jump is a game. Angry Birds is a game. World of Warcraft is a massively multi-player online role-playing… all right, technically it’s a game."
4,19,The Zarnecki Incursion,Sheldon,Stale pastry is hollow succour to a man who is bereft of ostrich.
4,19,The Zarnecki Incursion,Sheldon,I thought I just did.
4,19,The Zarnecki Incursion,Leonard,"Okay, what exactly are we looking for?"
4,19,The Zarnecki Incursion,Leonard,"Uh, we are. In the meantime, you’re welcome to whip up a quick character and join us."
4,19,The Zarnecki Incursion,Leonard,"Well, you have to put in a credit card number, but it’s fun."
4,19,The Zarnecki Incursion,Leonard,We got him. We’re almost done.
4,19,The Zarnecki Incursion,Sheldon,"Be ruthless. You tell him if he doesn’t start talking, we’ll register a complaint with his Internet service provider."
4,19,The Zarnecki Incursion,Sheldon,"I don’t care! I’m losin’ it, man!"
4,19,The Zarnecki Incursion,Leonard,"Why don’t we play this smart? Try a little good goblin, bad goblin."
4,19,The Zarnecki Incursion,Leonard,That’s not where it was going.
4,19,The Zarnecki Incursion,Leonard,"Oh, wait. Hang on. Are you upset?"
4,19,The Zarnecki Incursion,Leonard,"Good, good. I’ll tell you what happens."
4,19,The Zarnecki Incursion,Sheldon,And people think I don’t get sarcasm.
4,19,The Zarnecki Incursion,Leonard,Did your sister say anything when you got home last night?
4,19,The Zarnecki Incursion,Leonard,"Come on, help me out. Am I in trouble?"
4,19,The Zarnecki Incursion,Leonard,That’s a relief.
4,19,The Zarnecki Incursion,Sheldon,What?
4,19,The Zarnecki Incursion,Leonard,Really?
4,19,The Zarnecki Incursion,Sheldon,"I’ve never said these words before, but good job, Howard!"
4,19,The Zarnecki Incursion,Sheldon,The name and the address drip with evil.
4,19,The Zarnecki Incursion,Leonard,I’ll bet he’s some loser who lives with his parents.
4,19,The Zarnecki Incursion,Sheldon,Excellent! It’s in a cul-de-sac. We can box him in.
4,19,The Zarnecki Incursion,Leonard,"Hold on, you’re thinking of going there?"
4,19,The Zarnecki Incursion,Sheldon,Carlsbad is only a couple of hours away.
4,19,The Zarnecki Incursion,Leonard,"Fine. You walk up to the house, knock on the door and demand your stuff back. What if he says no?"
4,19,The Zarnecki Incursion,Sheldon,"I don’t know if you’ve been following the news, Leonard, but there have been some terrific advancements in the field of torture."
4,19,The Zarnecki Incursion,Leonard,No one’s getting tortured.
4,19,The Zarnecki Incursion,Sheldon,"Fine, we’ll abide by the Geneva Convention. But ask yourself this, in the course of our lives, how much lunch money has been taken from us? How many kites? How many Scooby-Doo Trapper Keepers?"
4,19,The Zarnecki Incursion,Sheldon,"Of course you did. It was a fun and practical way of organizing your school work. But the bullies took it from us. Well, no more. Tonight, we take back our dignity, our birthright and our pride. What do you say? Who’s with me?"
